Date_UT,RA_app,DEC_app,Helio_Ecl_Lon,Helio_Ecl_Lat,r,rdot,delta,deldot,VmagSn,VmagOb,S-O-T,S-O-T_flag,TDB-UT,Sky_motion,Sky_mot_PA,RelVel_ANG
1993-Sep-12 00:00,16 08 21.02,+32 17 43.1,246.8246,33.7136,53.35474172145,17.2111241,53.3547417214484,17.2111241,17.5844009,17.5843975,0.0000,/*,0.0007,60.182455,0.0055880,68.853756
1993-Oct-12 00:00,16 08 38.69,+32 19 09.7,246.9029,33.7282,53.65291967659,17.2096622,53.6529196765874,17.2096622,17.5789454,17.5789415,0.0000,/*,0.0007,60.182347,0.0055265,68.891493
1993-Nov-11 00:00,16 08 56.16,+32 20 35.1,246.9803,33.7426,53.95107197155,17.2081643,53.9510719715483,17.2081643,17.5735216,17.5735172,0.0000,/*,0.0007,60.182671,0.0054662,68.928576
1993-Dec-11 00:00,16 09 13.46,+32 21 59.5,247.0568,33.7568,54.24919791114,17.2066110,54.2491979111441,17.2066110,17.5681105,17.5681046,0.0000,/*,0.0007,60.183350,0.0054068,68.964814
1994-Jan-10 00:00,16 09 30.58,+32 23 22.8,247.1326,33.7708,54.54729652266,17.2050208,54.5472965226598,17.2050208,17.5627134,17.5627072,0.0000,/*,0.0007,60.184204,0.0053483,69.000020
1994-Feb-09 00:00,16 09 47.52,+32 24 45.1,247.2076,33.7846,54.84536766281,17.2034480,54.8453676628109,17.2034480,17.5573830,17.5573776,0.0000,/*,0.0007,60.185001,0.0052907,69.034856
1994-Mar-11 00:00,16 10 04.28,+32 26 06.3,247.2818,33.7982,55.14341167060,17.2018780,55.1434116705990,17.2018780,17.5521189,17.5521132,0.0000,/*,0.0007,60.185528,0.0052341,69.069497
1994-Apr-10 00:00,16 10 20.88,+32 27 26.6,247.3552,33.8116,55.44142838990,17.2002998,55.4414283899013,17.2002998,17.5469050,17.5468992,0.0000,/*,0.0007,60.185650,0.0051783,69.103718
1994-May-10 00:00,16 10 37.31,+32 28 45.9,247.4279,33.8248,55.73941767781,17.1987102,55.7394176778061,17.1987102,17.5417409,17.5417349,0.0000,/*,0.0007,60.185345,0.0051235,69.137631
1994-Jun-09 00:00,16 10 53.57,+32 30 04.2,247.4998,33.8379,56.03737894070,17.1970524,56.0373789407043,17.1970524,17.5365741,17.5365661,0.0000,/*,0.0007,60.184696,0.0050696,69.170675
1994-Jul-09 00:00,16 11 09.67,+32 31 21.7,247.5710,33.8508,56.33531099542,17.1953334,56.3353109954207,17.1953334,17.5313906,17.5313816,0.0000,/*,0.0007,61.183871,0.0050165,69.202449
1994-Aug-08 00:00,16 11 25.60,+32 32 38.1,247.6415,33.8635,56.63321302449,17.1936101,56.6332130244902,17.1936101,17.5262395,17.5262306,0.0000,/*,0.0006,61.183076,0.0049641,69.233511
1994-Sep-07 00:00,16 11 41.38,+32 33 53.7,247.7112,33.8760,56.93108525491,17.1918922,56.9310852549098,17.1918922,17.5211359,17.5211271,0.0000,/*,0.0006,61.182511,0.0049125,69.264083
1994-Oct-07 00:00,16 11 57.00,+32 35 08.4,247.7802,33.8884,57.22892806792,17.1902216,57.2289280679203,17.1902216,17.5161172,17.5161096,0.0000,/*,0.0006,61.182323,0.0048615,69.294561
1994-Nov-06 00:00,16 12 12.47,+32 36 22.2,247.8486,33.9006,57.52674255166,17.1886212,57.5267425516619,17.1886212,17.5112189,17.5112126,0.0000,/*,0.0006,61.182570,0.0048114,69.325593
1994-Dec-06 00:00,16 12 27.78,+32 37 35.2,247.9162,33.9127,57.82452942967,17.1870208,57.8245294296681,17.1870208,17.5063861,17.5063796,0.0000,/*,0.0006,61.183198,0.0047621,69.356674
1995-Jan-05 00:00,16 12 42.95,+32 38 47.3,247.9832,33.9246,58.12228832544,17.1853871,58.1222883254415,17.1853871,17.5015783,17.5015709,0.0000,/*,0.0006,61.184043,0.0047137,69.387232
1995-Feb-04 00:00,16 12 57.96,+32 39 58.6,248.0496,33.9364,58.42001853636,17.1837072,58.4200185363605,17.1837072,17.4967780,17.4967693,0.0000,/*,0.0006,61.184875,0.0046660,69.417085
1995-Mar-06 00:00,16 13 12.83,+32 41 09.0,248.1152,33.9480,58.71771893273,17.1819444,58.7177189327314,17.1819444,17.4919411,17.4919307,0.0000,/*,0.0006,61.185469,0.0046191,69.445573
1995-Apr-05 00:00,16 13 27.56,+32 42 18.7,248.1803,33.9594,59.01538843657,17.1801518,59.0153884365672,17.1801518,17.4871027,17.4870918,0.0000,/*,0.0006,61.185671,0.0045727,69.472934
1995-May-05 00:00,16 13 42.15,+32 43 27.5,248.2447,33.9707,59.31302710173,17.1783896,59.3130271017298,17.1783896,17.4823248,17.4823144,0.0000,/*,0.0006,61.185439,0.0045269,69.500051
1995-Jun-04 00:00,16 13 56.59,+32 44 35.6,248.3084,33.9819,59.61063537711,17.1766430,59.6106353771095,17.1766430,17.4776004,17.4775904,0.0000,/*,0.0006,61.184840,0.0044818,69.526905
1995-Jul-04 00:00,16 14 10.90,+32 45 43.0,248.3716,33.9929,59.90821368744,17.1749310,59.9082136874439,17.1749310,17.4729484,17.4729391,0.0000,/*,0.0006,61.184029,0.0044373,69.553760
1995-Aug-03 00:00,16 14 25.07,+32 46 49.6,248.4341,34.0038,60.20576261925,17.1732435,60.2057626192525,17.1732435,17.4683684,17.4683590,0.0000,/*,0.0006,61.183209,0.0043935,69.580818
1995-Sep-02 00:00,16 14 39.11,+32 47 55.4,248.4961,34.0146,60.50328197325,17.1715126,60.5032819732474,17.1715126,17.4637923,17.4637818,0.0000,/*,0.0006,61.182583,0.0043503,69.607157
1995-Oct-02 00:00,16 14 53.01,+32 49 00.5,248.5574,34.0252,60.80077108484,17.1697573,60.8007710848380,17.1697573,17.4592247,17.4592138,0.0000,/*,0.0006,61.182315,0.0043078,69.632671
1995-Nov-01 00:00,16 15 06.78,+32 50 04.9,248.6182,34.0357,61.09822988152,17.1680139,61.0982298815182,17.1680139,17.4547010,17.4546900,0.0000,/*,0.0006,61.182483,0.0042658,69.657855
1995-Dec-01 00:00,16 15 20.43,+32 51 08.6,248.6784,34.0461,61.39565847183,17.1662766,61.3956584718278,17.1662766,17.4502136,17.4502031,0.0000,/*,0.0006,61.183053,0.0042243,69.682533
1995-Dec-31 00:00,16 15 33.94,+32 52 11.7,248.7380,34.0564,61.69305736424,17.1645900,61.6930573642448,17.1645900,17.4458065,17.4457972,0.0000,/*,0.0006,61.183878,0.0041834,69.707286
1996-Jan-30 00:00,16 15 47.34,+32 53 14.0,248.7970,34.0665,61.99042769911,17.1629565,61.9904276991089,17.1629565,17.4414957,17.4414871,0.0000,/*,0.0006,62.184734,0.0041431,69.732597
1996-Feb-29 00:00,16 16 00.60,+32 54 15.7,248.8555,34.0765,62.28776951533,17.1613073,62.2877695153275,17.1613073,17.4372161,17.4372070,0.0000,/*,0.0006,62.185389,0.0041035,69.757620
1996-Mar-30 00:00,16 16 13.75,+32 55 16.7,248.9135,34.0864,62.58508252612,17.1596290,62.5850825261175,17.1596290,17.4329481,17.4329383,0.0000,/*,0.0006,62.185672,0.0040644,69.782069
1996-Apr-29 00:00,16 16 26.77,+32 56 17.0,248.9709,34.0962,62.88236616312,17.1579079,62.8823661631191,17.1579079,17.4286767,17.4286651,0.0000,/*,0.0006,62.185516,0.0040259,69.805803
1996-May-29 00:00,16 16 39.68,+32 57 16.7,249.0277,34.1058,63.17961938365,17.1561278,63.1796193836486,17.1561278,17.4243709,17.4243582,0.0000,/*,0.0006,62.184973,0.0039879,69.828156
1996-Jun-28 00:00,16 16 52.47,+32 58 15.8,249.0841,34.1154,63.47684176663,17.1543601,63.4768417666317,17.1543601,17.4200909,17.4200789,0.0000,/*,0.0006,62.184184,0.0039502,69.849819
1996-Jul-28 00:00,16 17 05.14,+32 59 14.3,249.1399,34.1248,63.77403406196,17.1526513,63.7740340619572,17.1526513,17.4158922,17.4158810,0.0000,/*,0.0006,62.183350,0.0039130,69.871709
1996-Aug-27 00:00,16 17 17.70,+33 00 12.2,249.1953,34.1342,64.07119715885,17.1509963,64.0711971588468,17.1509963,17.4117717,17.4117619,0.0000,/*,0.0006,62.182675,0.0038763,69.893764
1996-Sep-26 00:00,16 17 30.14,+33 01 09.4,249.2501,34.1434,64.36833221540,17.1494144,64.3683322154001,17.1494144,17.4077550,17.4077471,0.0000,/*,0.0006,62.182333,0.0038401,69.916470
1996-Oct-26 00:00,16 17 42.47,+33 02 06.1,249.3044,34.1525,64.66544031655,17.1478668,64.6654403165454,17.1478668,17.4038185,17.4038104,0.0000,/*,0.0006,62.182419,0.0038044,69.939763
1996-Nov-25 00:00,16 17 54.69,+33 03 02.2,249.3582,34.1615,64.96252134493,17.1462899,64.9625213449252,17.1462899,17.3998914,17.3998826,0.0000,/*,0.0006,62.182921,0.0037693,69.962515
1996-Dec-25 00:00,16 18 06.80,+33 03 57.7,249.4115,34.1704,65.25957485382,17.1446944,65.2595748538206,17.1446944,17.3959747,17.3959657,0.0000,/*,0.0006,62.183713,0.0037346,69.984645
1997-Jan-24 00:00,16 18 18.81,+33 04 52.6,249.4644,34.1792,65.55660065889,17.1430848,65.5566006588902,17.1430848,17.3920742,17.3920642,0.0000,/*,0.0006,62.184580,0.0037004,70.006274
1997-Feb-23 00:00,16 18 30.71,+33 05 47.0,249.5168,34.1880,65.85359846093,17.1414734,65.8535984609348,17.1414734,17.3881901,17.3881804,0.0000,/*,0.0006,62.185288,0.0036666,70.027199
1997-Mar-25 00:00,16 18 42.50,+33 06 40.8,249.5687,34.1966,66.15056872784,17.1399139,66.1505687278362,17.1399139,17.3843762,17.3843682,0.0000,/*,0.0006,62.185648,0.0036331,70.048244
1997-Apr-24 00:00,16 18 54.19,+33 07 34.1,249.6201,34.2051,66.44751245399,17.1383968,66.4475124539882,17.1383968,17.3806378,17.3806300,0.0000,/*,0.0006,62.185574,0.0036001,70.069744
1997-May-24 00:00,16 19 05.78,+33 08 26.8,249.6711,34.2135,66.74442998504,17.1368917,66.7444299850448,17.1368917,17.3769409,17.3769333,0.0000,/*,0.0006,62.185095,0.0035676,70.091150
1997-Jun-23 00:00,16 19 17.27,+33 09 19.1,249.7217,34.2219,67.04132152604,17.1353971,67.0413215260398,17.1353971,17.3732832,17.3732759,0.0000,/*,0.0005,62.184340,0.0035355,70.112497
1997-Jul-23 00:00,16 19 28.65,+33 10 10.7,249.7718,34.2301,67.33818717056,17.1338777,67.3381871705606,17.1338777,17.3696333,17.3696245,0.0000,/*,0.0005,63.183500,0.0035038,70.133384
1997-Aug-22 00:00,16 19 39.94,+33 11 01.9,249.8214,34.2382,67.63502615729,17.1323443,67.6350261572861,17.1323443,17.3659843,17.3659755,0.0000,/*,0.0005,63.182785,0.0034725,70.153419
1997-Sep-21 00:00,16 19 51.13,+33 11 52.6,249.8706,34.2463,67.93183892217,17.1308626,67.9318389221690,17.1308626,17.3623980,17.3623910,0.0000,/*,0.0005,63.182374,0.0034415,70.173476
1997-Oct-21 00:00,16 20 02.23,+33 12 42.8,249.9194,34.2543,68.22862661259,17.1294436,68.2286266125934,17.1294436,17.3588970,17.3588911,0.0000,/*,0.0005,63.182378,0.0034108,70.194035
1997-Nov-20 00:00,16 20 13.22,+33 13 32.5,249.9678,34.2622,68.52539032712,17.1280997,68.5253903271213,17.1280997,17.3554922,17.3554884,0.0000,/*,0.0005,63.182806,0.0033806,70.215225
1997-Dec-20 00:00,16 20 24.13,+33 14 21.6,250.0157,34.2700,68.82213146486,17.1268355,68.8221314648613,17.1268355,17.3521982,17.3521964,0.0000,/*,0.0005,63.183552,0.0033507,70.237491
1998-Jan-19 00:00,16 20 34.94,+33 15 10.3,250.0633,34.2777,69.11885088645,17.1255747,69.1188508864540,17.1255747,17.3489517,17.3489491,0.0000,/*,0.0005,63.184417,0.0033214,70.260092
1998-Feb-18 00:00,16 20 45.66,+33 15 58.6,250.1104,34.2853,69.41554816992,17.1242795,69.4155481699170,17.1242795,17.3457019,17.3456984,0.0000,/*,0.0005,63.185167,0.0032925,70.282089
1998-Mar-20 00:00,16 20 56.29,+33 16 46.3,250.1571,34.2929,69.71222277713,17.1229618,69.7122227771284,17.1229618,17.3424528,17.3424488,0.0000,/*,0.0005,63.185602,0.0032639,70.303488
1998-Apr-19 00:00,16 21 06.83,+33 17 33.6,250.2035,34.3003,70.00887429665,17.1216128,70.0088742966460,17.1216128,17.3391927,17.3391878,0.0000,/*,0.0005,63.185613,0.0032357,70.324039
1998-May-19 00:00,16 21 17.28,+33 18 20.4,250.2494,34.3077,70.30550254822,17.1202876,70.3055025482170,17.1202876,17.3359639,17.3359600,0.0000,/*,0.0005,63.185208,0.0032077,70.344169
1998-Jun-18 00:00,16 21 27.65,+33 19 06.8,250.2949,34.3150,70.60210850745,17.1190459,70.6021085074489,17.1190459,17.3328311,17.3328294,0.0000,/*,0.0005,63.184496,0.0031800,70.365019
1998-Jul-18 00:00,16 21 37.93,+33 19 52.8,250.3401,34.3223,70.89869350956,17.1178612,70.8986935095564,17.1178612,17.3297806,17.3297803,0.0000,/*,0.0005,63.183660,0.0031527,70.386565
1998-Aug-17 00:00,16 21 48.12,+33 20 38.2,250.3849,34.3294,71.19525845677,17.1167296,71.1952584567740,17.1167296,17.3268080,17.3268089,0.0000,/*,0.0005,63.182909,0.0031257,70.408735
1998-Sep-16 00:00,16 21 58.23,+33 21 23.3,250.4293,34.3365,71.49180419242,17.1156385,71.4918041924241,17.1156385,17.3239058,17.3239073,0.0000,/*,0.0005,63.182433,0.0030991,70.431591
1998-Oct-16 00:00,16 22 08.26,+33 22 07.9,250.4733,34.3435,71.78833089133,17.1145259,71.7883308913297,17.1145259,17.3210123,17.3210133,0.0000,/*,0.0005,63.182358,0.0030729,70.454132
1998-Nov-15 00:00,16 22 18.20,+33 22 52.1,250.5170,34.3504,72.08483827039,17.1134149,72.0848382703936,17.1134149,17.3181374,17.3181387,0.0000,/*,0.0005,63.182711,0.0030470,70.476266
1998-Dec-15 00:00,16 22 28.07,+33 23 35.9,250.5603,34.3573,72.38132677070,17.1123504,72.3813267707048,17.1123504,17.3153255,17.3153280,0.0000,/*,0.0005,63.183407,0.0030214,70.498748
1999-Jan-14 00:00,16 22 37.85,+33 24 19.3,250.6033,34.3641,72.67779720794,17.1113169,72.6777972079402,17.1113169,17.3125656,17.3125692,0.0000,/*,0.0005,64.184262,0.0029961,70.521417
1999-Feb-13 00:00,16 22 47.56,+33 25 02.2,250.6459,34.3708,72.97425011002,17.1103415,72.9742501100231,17.1103415,17.3098833,17.3098888,0.0000,/*,0.0005,64.185044,0.0029711,70.544686
1999-Mar-15 00:00,16 22 57.18,+33 25 44.8,250.6881,34.3774,73.27068666342,17.1094218,73.2706866634203,17.1094218,17.3072864,17.3072928,0.0000,/*,0.0005,64.185543,0.0029464,70.568960
1999-Apr-14 00:00,16 23 06.73,+33 26 26.9,250.7300,34.3840,73.56710717320,17.1084826,73.5671071731987,17.1084826,17.3047030,17.3047087,0.0000,/*,0.0005,64.185634,0.0029222,70.593129
1999-May-14 00:00,16 23 16.21,+33 27 08.7,250.7716,34.3905,73.86351118797,17.1075178,73.8635111879731,17.1075178,17.3021169,17.3021220,0.0000,/*,0.0005,64.185302,0.0028983,70.616797
1999-Jun-13 00:00,16 23 25.61,+33 27 50.0,250.8128,34.3969,74.15989839349,17.1065405,74.1598983934853,17.1065405,17.2995379,17.2995422,0.0000,/*,0.0005,64.184639,0.0028746,70.640138
1999-Jul-13 00:00,16 23 34.93,+33 28 31.0,250.8538,34.4033,74.45626843258,17.1055448,74.4562684325774,17.1055448,17.2969522,17.2969566,0.0000,/*,0.0005,64.183816,0.0028512,70.662713
1999-Aug-12 00:00,16 23 44.18,+33 29 11.6,250.8943,34.4096,74.75262157938,17.1046010,74.7526215793785,17.1046010,17.2944236,17.2944301,0.0000,/*,0.0005,64.183038,0.0028280,70.685441
1999-Sep-11 00:00,16 23 53.36,+33 29 51.8,250.9346,34.4158,75.04895922346,17.1037519,75.0489592234623,17.1037519,17.2920058,17.2920145,0.0000,/*,0.0005,64.182503,0.0028051,70.709450
1999-Oct-11 00:00,16 24 02.47,+33 30 31.6,250.9745,34.4220,75.34528268594,17.1029644,75.3452826859416,17.1029644,17.2896723,17.2896831,0.0000,/*,0.0005,64.182353,0.0027824,70.734373
1999-Nov-10 00:00,16 24 11.51,+33 31 11.1,251.0142,34.4281,75.64159303950,17.1022350,75.6415930394978,17.1022350,17.2874236,17.2874362,0.0000,/*,0.0005,64.182635,0.0027601,70.760328
1999-Dec-10 00:00,16 24 20.47,+33 31 50.2,251.0535,34.4341,75.93789104328,17.1015228,75.9378910432785,17.1015228,17.2852280,17.2852401,0.0000,/*,0.0005,64.183282,0.0027382,70.787037
2000-Jan-09 00:00,16 24 29.37,+33 32 29.0,251.0925,34.4401,76.23417626057,17.1007598,76.2341762605717,17.1007598,17.2830095,17.2830204,0.0000,/*,0.0005,64.184121,0.0027166,70.813037
2000-Feb-08 00:00,16 24 38.20,+33 33 07.4,251.1312,34.4460,76.53044797781,17.0999708,76.5304479778132,17.0999708,17.2807810,17.2807917,0.0000,/*,0.0005,64.184926,0.0026952,70.838356
2000-Mar-09 00:00,16 24 46.97,+33 33 45.4,251.1696,34.4519,76.82670607304,17.0991835,76.8267060730422,17.0991835,17.2785714,17.2785818,0.0000,/*,0.0005,64.185480,0.0026742,70.863549
2000-Apr-08 00:00,16 24 55.67,+33 34 23.1,251.2078,34.4577,77.12295049999,17.0984032,77.1229504999881,17.0984032,17.2763799,17.2763912,0.0000,/*,0.0005,64.185642,0.0026533,70.888440
2000-May-08 00:00,16 25 04.30,+33 35 00.5,251.2456,34.4634,77.41918182650,17.0976767,77.4191818265024,17.0976767,17.2742545,17.2742679,0.0000,/*,0.0005,64.185378,0.0026326,70.913920
2000-Jun-07 00:00,16 25 12.87,+33 35 37.5,251.2831,34.4691,77.71540106440,17.0969938,77.7154010643998,17.0969938,17.2721991,17.2722128,0.0000,/*,0.0005,64.184765,0.0026123,70.940375
2000-Jul-07 00:00,16 25 21.37,+33 36 14.2,251.3204,34.4747,78.01160840057,17.0963033,78.0116084005729,17.0963033,17.2701594,17.2701731,0.0000,/*,0.0005,64.183960,0.0025922,70.966808
2000-Aug-06 00:00,16 25 29.81,+33 36 50.5,251.3574,34.4802,78.30780369736,17.0956055,78.3078036973597,17.0956055,17.2681319,17.2681457,0.0000,/*,0.0005,64.183167,0.0025724,70.993129
2000-Sep-05 00:00,16 25 38.19,+33 37 26.5,251.3941,34.4857,78.60398681547,17.0948883,78.6039868154655,17.0948883,17.2661065,17.2661191,0.0000,/*,0.0005,64.182583,0.0025529,71.019219
2000-Oct-05 00:00,16 25 46.51,+33 38 02.2,251.4305,34.4912,78.90015730077,17.0941593,78.9001573007677,17.0941593,17.2640783,17.2640913,0.0000,/*,0.0005,64.182363,0.0025335,71.044681
2000-Nov-04 00:00,16 25 54.77,+33 38 37.6,251.4667,34.4966,79.19631551102,17.0934814,79.1963155110207,17.0934814,17.2621086,17.2621239,0.0000,/*,0.0005,64.182572,0.0025144,71.070569
2000-Dec-04 00:00,16 26 02.97,+33 39 12.7,251.5026,34.5019,79.49246255147,17.0928594,79.4924625514698,17.0928594,17.2602160,17.2602323,0.0000,/*,0.0005,64.183164,0.0024955,71.097470
2001-Jan-03 00:00,16 26 11.11,+33 39 47.5,251.5382,34.5072,79.78859909570,17.0922716,79.7885990957049,17.0922716,17.2583782,17.2583959,0.0000,/*,0.0005,64.183984,0.0024768,71.124972
2001-Feb-02 00:00,16 26 19.19,+33 40 21.9,251.5736,34.5124,80.08472568321,17.0917071,80.0847256832127,17.0917071,17.2565894,17.2566079,0.0000,/*,0.0005,64.184807,0.0024585,71.153157
2001-Mar-04 00:00,16 26 27.21,+33 40 56.1,251.6087,34.5176,80.38084226301,17.0910981,80.3808422630122,17.0910981,17.2547897,17.2548059,0.0000,/*,0.0005,64.185410,0.0024405,71.181155
2001-Apr-03 00:00,16 26 35.18,+33 41 30.0,251.6435,34.5227,80.67694759070,17.0904127,80.6769475907038,17.0904127,17.2529316,17.2529457,0.0000,/*,0.0005,64.185637,0.0024227,71.207813
2001-May-03 00:00,16 26 43.09,+33 42 03.5,251.6781,34.5278,80.97304063422,17.0896899,80.9730406342203,17.0896899,17.2510443,17.2510580,0.0000,/*,0.0004,64.185438,0.0024050,71.233528
2001-Jun-02 00:00,16 26 50.94,+33 42 36.8,251.7125,34.5328,81.26912098353,17.0889446,81.2691209835301,17.0889446,17.2491452,17.2491579,0.0000,/*,0.0004,64.184876,0.0023876,71.258602
2001-Jul-02 00:00,16 26 58.74,+33 43 09.8,251.7466,34.5377,81.56518850652,17.0882207,81.5651885065232,17.0882207,17.2472697,17.2472837,0.0000,/*,0.0004,64.184096,0.0023703,71.283479
2001-Aug-01 00:00,16 27 06.49,+33 43 42.5,251.7805,34.5427,81.86124404928,17.0875673,81.8612440492811,17.0875673,17.2454734,17.2454898,0.0000,/*,0.0004,64.183293,0.0023532,71.309350
2001-Aug-31 00:00,16 27 14.18,+33 44 15.0,251.8142,34.5475,82.15728866646,17.0869463,82.1572886664584,17.0869463,17.2437329,17.2437497,0.0000,/*,0.0004,64.182668,0.0023363,71.336067
2001-Sep-30 00:00,16 27 21.82,+33 44 47.1,251.8476,34.5524,82.45332258458,17.0863304,82.4533225845752,17.0863304,17.2420177,17.2420346,0.0000,/*,0.0004,64.182382,0.0023196,71.363014
2001-Oct-30 00:00,16 27 29.40,+33 45 19.0,251.8807,34.5571,82.74934579208,17.0857085,82.7493457920778,17.0857085,17.2403170,17.2403337,0.0000,/*,0.0004,64.182518,0.0023032,71.390083
2001-Nov-29 00:00,16 27 36.94,+33 45 50.6,251.9137,34.5619,83.04535781756,17.0850319,83.0453578175564,17.0850319,17.2385832,17.2385980,0.0000,/*,0.0004,64.183051,0.0022871,71.416360
2001-Dec-29 00:00,16 27 44.42,+33 46 22.0,251.9464,34.5665,83.34135778843,17.0843251,83.3413577884283,17.0843251,17.2368272,17.2368416,0.0000,/*,0.0004,64.183843,0.0022711,71.441742
2002-Jan-28 00:00,16 27 51.86,+33 46 53.1,251.9789,34.5712,83.63734562510,17.0836375,83.6373456250979,17.0836375,17.2350985,17.2351137,0.0000,/*,0.0004,64.184679,0.0022552,71.467199
2002-Feb-27 00:00,16 27 59.24,+33 47 23.9,252.0112,34.5758,83.93332158920,17.0829499,83.9333215891982,17.0829499,17.2333855,17.2334006,0.0000,/*,0.0004,64.185331,0.0022396,71.492625
2002-Mar-29 00:00,16 28 06.58,+33 47 54.5,252.0432,34.5803,84.22928573720,17.0822748,84.2292857371990,17.0822748,17.2316977,17.2317134,0.0000,/*,0.0004,64.185626,0.0022241,71.518173
2002-Apr-28 00:00,16 28 13.86,+33 48 24.8,252.0751,34.5848,84.52523830942,17.0816088,84.5252383094183,17.0816088,17.2300384,17.2300537,0.0000,/*,0.0004,64.185496,0.0022089,71.544151
2002-May-28 00:00,16 28 21.10,+33 48 54.9,252.1067,34.5893,84.82117888409,17.0808808,84.8211788840932,17.0808808,17.2283393,17.2283524,0.0000,/*,0.0004,64.184984,0.0021938,71.569314
2002-Jun-27 00:00,16 28 28.29,+33 49 24.7,252.1381,34.5937,85.11710630779,17.0800943,85.1171063077923,17.0800943,17.2265913,17.2266027,0.0000,/*,0.0004,64.184226,0.0021790,71.593240
2002-Jul-27 00:00,16 28 35.43,+33 49 54.3,252.1693,34.5981,85.41301987953,17.0792862,85.4130198795346,17.0792862,17.2248275,17.2248381,0.0000,/*,0.0004,64.183414,0.0021643,71.616519
2002-Aug-26 00:00,16 28 42.53,+33 50 23.7,252.2003,34.6024,85.70891923033,17.0784578,85.7089192303323,17.0784578,17.2230478,17.2230583,0.0000,/*,0.0004,64.182748,0.0021496,71.639014
2002-Sep-25 00:00,16 28 49.58,+33 50 52.8,252.2311,34.6067,86.00480450116,17.0776691,86.0048045011563,17.0776691,17.2213084,17.2213207,0.0000,/*,0.0004,64.182400,0.0021351,71.661689
2002-Oct-25 00:00,16 28 56.59,+33 51 21.8,252.2617,34.6110,86.30067675207,17.0769515,86.3006767520670,17.0769515,17.2196518,17.2196659,0.0000,/*,0.0004,64.182465,0.0021208,71.685651
2002-Nov-24 00:00,16 29 03.55,+33 51 50.4,252.2921,34.6152,86.59653673664,17.0762468,86.5965367366434,17.0762468,17.2180286,17.2180430,0.0000,/*,0.0004,64.182938,0.0021067,71.710090
2002-Dec-24 00:00,16 29 10.46,+33 52 18.9,252.3223,34.6194,86.89238447916,17.0755330,86.8923844791643,17.0755330,17.2164160,17.2164300,0.0000,/*,0.0004,64.183700,0.0020927,71.734593
2003-Jan-23 00:00,16 29 17.33,+33 52 47.1,252.3523,34.6235,87.18821959241,17.0747782,87.1882195924146,17.0747782,17.2147849,17.2147965,0.0000,/*,0.0004,64.184547,0.0020791,71.758747
2003-Feb-22 00:00,16 29 24.16,+33 53 15.1,252.3821,34.6276,87.48404078516,17.0739281,87.4840407851589,17.0739281,17.2130723,17.2130811,0.0000,/*,0.0004,64.185247,0.0020655,71.781098
2003-Mar-24 00:00,16 29 30.94,+33 53 42.9,252.4117,34.6317,87.77984673515,17.0730278,87.7798467351538,17.0730278,17.2113110,17.2113187,0.0000,/*,0.0004,64.185612,0.0020521,71.802020
2003-Apr-23 00:00,16 29 37.69,+33 54 10.5,252.4411,34.6357,88.07563708234,17.0721271,88.0756370823351,17.0721271,17.2095528,17.2095600,0.0000,/*,0.0004,64.185552,0.0020388,71.822615
2003-May-23 00:00,16 29 44.39,+33 54 37.8,252.4703,34.6397,88.37141174187,17.0712239,88.3714117418685,17.0712239,17.2077955,17.2078033,0.0000,/*,0.0004,64.185093,0.0020256,71.842766
2003-Jun-22 00:00,16 29 51.04,+33 55 05.0,252.4994,34.6437,88.66717101604,17.0703538,88.6671710160419,17.0703538,17.2060767,17.2060858,0.0000,/*,0.0004,64.184360,0.0020125,71.863278
2003-Jul-22 00:00,16 29 57.66,+33 55 32.0,252.5282,34.6476,88.96291551194,17.0695048,88.9629155119377,17.0695048,17.2043959,17.2044044,0.0000,/*,0.0004,64.183537,0.0019995,71.884477
2003-Aug-21 00:00,16 30 04.24,+33 55 58.7,252.5569,34.6515,89.25864493805,17.0686137,89.2586449380463,17.0686137,17.2026874,17.2026945,0.0000,/*,0.0004,64.182830,0.0019868,71.904967
2003-Sep-20 00:00,16 30 10.77,+33 56 25.3,252.5854,34.6554,89.55435860862,17.0676893,89.5543586086202,17.0676893,17.2009532,17.2009595,0.0000,/*,0.0004,64.182420,0.0019741,71.924655
2003-Oct-20 00:00,16 30 17.27,+33 56 51.6,252.6138,34.6592,89.85005612851,17.0667437,89.8500561285142,17.0667437,17.1992069,17.1992117,0.0000,/*,0.0004,64.182416,0.0019616,71.943853
2003-Nov-19 00:00,16 30 23.72,+33 57 17.8,252.6419,34.6630,90.14573700768,17.0657791,90.1457370076802,17.0657791,17.1974431,17.1974480,0.0000,/*,0.0004,64.182830,0.0019492,71.962192
2003-Dec-19 00:00,16 30 30.13,+33 57 43.8,252.6699,34.6667,90.44140141570,17.0648496,90.4414014157006,17.0648496,17.1957159,17.1957226,0.0000,/*,0.0004,64.183560,0.0019369,71.980751
2004-Jan-18 00:00,16 30 36.51,+33 58 09.6,252.6977,34.6705,90.73705012825,17.0639549,90.7370501282458,17.0639549,17.1940384,17.1940452,0.0000,/*,0.0004,64.184412,0.0019247,72.000125
2004-Feb-17 00:00,16 30 42.85,+33 58 35.2,252.7253,34.6742,91.03268323641,17.0630482,91.0326832364091,17.0630482,17.1923632,17.1923695,0.0000,/*,0.0004,64.185154,0.0019127,72.019341
