Date_UT,RA_app,DEC_app,Helio_Ecl_Lon,Helio_Ecl_Lat,r,rdot,delta,deldot,VmagSn,VmagOb,S-O-T,S-O-T_flag,TDB-UT,Sky_motion,Sky_mot_PA,RelVel_ANG
1988-Jan-26 00:00,18 14 41.75,+02 50 31.2,273.9904,0.5838,24.99046497982,15.0965922,24.9904649798246,15.0965922,19.1582962,19.1582950,0.0000,/*,0.0023,56.184608,0.0390474,80.677558
1988-Feb-25 00:00,18 16 31.70,+02 55 01.3,274.4537,0.6034,25.25264024073,15.1675350,25.2526402407296,15.1675350,19.1390199,19.1390195,0.0000,/*,0.0022,56.185296,0.0382392,80.700398
1988-Mar-26 00:00,18 18 19.40,+02 59 25.2,274.9074,0.6226,25.51602335872,15.2360410,25.5160233587246,15.2360410,19.1200776,19.1200774,0.0000,/*,0.0022,56.185638,0.0374526,80.723367
1988-Apr-25 00:00,18 20 04.91,+03 03 43.0,275.3518,0.6413,25.78057273941,15.3021867,25.7805727394147,15.3021867,19.1014253,19.1014250,0.0000,/*,0.0022,56.185551,0.0366867,80.746429
1988-May-25 00:00,18 21 48.27,+03 07 54.9,275.7872,0.6597,26.04624831306,15.3660556,26.0462483130599,15.3660556,19.0830486,19.0830477,0.0000,/*,0.0022,56.185068,0.0359410,80.769568
1988-Jun-24 00:00,18 23 29.56,+03 12 01.1,276.2137,0.6776,26.31301109134,15.4277225,26.3130110913437,15.4277225,19.0648894,19.0648879,0.0000,/*,0.0021,56.184316,0.0352148,80.792705
1988-Jul-24 00:00,18 25 08.82,+03 16 01.8,276.6317,0.6951,26.58082432955,15.4873532,26.5808243295469,15.4873532,19.0469931,19.0469920,0.0000,/*,0.0021,56.183487,0.0345073,80.815827
1988-Aug-23 00:00,18 26 46.10,+03 19 57.0,277.0413,0.7123,26.84965408918,15.5450790,26.8496540891842,15.5450790,19.0294408,19.0294402,0.0000,/*,0.0021,56.182788,0.0338183,80.838965
1988-Sep-22 00:00,18 28 21.46,+03 23 47.0,277.4427,0.7290,27.11946783323,15.6009653,27.1194678332304,15.6009653,19.0122305,19.0122308,0.0000,/*,0.0021,56.182397,0.0331473,80.862089
1988-Oct-22 00:00,18 29 54.94,+03 27 31.8,277.8362,0.7454,27.39023450909,15.6551021,27.3902345090860,15.6551021,18.9953945,18.9953960,0.0000,/*,0.0021,56.182423,0.0324939,80.885212
1988-Nov-21 00:00,18 31 26.60,+03 31 11.7,278.2220,0.7615,27.66192422831,15.7075137,27.6619242283111,15.7075137,18.9789310,18.9789329,0.0000,/*,0.0020,56.182868,0.0318579,80.908350
1988-Dec-21 00:00,18 32 56.49,+03 34 46.8,278.6002,0.7772,27.93450676201,15.7581543,27.9345067620082,15.7581543,18.9626414,18.9626432,0.0000,/*,0.0020,56.183619,0.0312381,80.932504
1989-Jan-20 00:00,18 34 24.64,+03 38 17.1,278.9712,0.7925,28.20795245530,15.8072096,28.2079524552963,15.8072096,18.9467360,18.9467380,0.0000,/*,0.0020,56.184473,0.0306347,80.955498
1989-Feb-19 00:00,18 35 51.11,+03 41 42.9,279.3349,0.8076,28.48223458439,15.8547191,28.4822345843884,15.8547191,18.9311316,18.9311333,0.0000,/*,0.0020,56.185197,0.0300470,80.978409
1989-Mar-21 00:00,18 37 15.93,+03 45 04.2,279.6918,0.8223,28.75732702392,15.9007807,28.7573270239191,15.9007807,18.9158354,18.9158371,0.0000,/*,0.0020,56.185600,0.0294743,81.001189
1989-Apr-20 00:00,18 38 39.16,+03 48 21.2,280.0418,0.8367,29.03320610336,15.9455637,29.0332061033621,15.9455637,18.9009541,18.9009569,0.0000,/*,0.0019,56.185583,0.0289163,81.023862
1989-May-20 00:00,18 40 00.82,+03 51 34.1,280.3853,0.8508,29.30985111061,15.9892237,29.3098511106067,15.9892237,18.8866307,18.8866338,0.0000,/*,0.0019,56.185160,0.0283730,81.046443
1989-Jun-19 00:00,18 41 20.96,+03 54 42.8,280.7223,0.8646,29.58724487581,16.0321026,29.5872448758077,16.0321026,18.8731433,18.8731466,0.0000,/*,0.0019,56.184446,0.0278439,81.068853
1989-Jul-19 00:00,18 42 39.63,+03 57 47.6,281.0531,0.8781,29.86538311652,16.0756554,29.8653831165170,16.0756554,18.8618758,18.8618794,0.0000,/*,0.0019,56.183622,0.0273298,81.090915
1989-Aug-18 00:00,18 43 56.87,+04 00 48.5,281.3778,0.8914,30.14439122138,16.1461120,30.1443912213756,16.1461120,18.8788270,18.8788298,0.0000,/*,0.0019,56.182892,0.0268492,81.109853
1989-Sep-17 00:00,18 44 37.76,+03 44 08.6,281.5150,0.5960,30.36345395146,11.4181397,30.3634539514611,11.4181397,16.7158642,16.7158669,0.0000,/*,0.0023,56.182443,0.0332629,162.28640
1989-Oct-17 00:00,18 45 06.77,+03 21 29.0,281.5919,0.2071,30.56182015591,11.4813241,30.5618201559130,11.4813241,16.6980737,16.6980771,0.0000,/*,0.0023,56.182396,0.0328199,162.28419
1989-Nov-16 00:00,18 45 35.38,+02 59 07.3,281.6677,-0.1767,30.76130908533,11.5466293,30.7613090853270,11.5466293,16.6852505,16.6852544,0.0000,/*,0.0023,56.182772,0.0323921,162.28878
1989-Dec-16 00:00,18 46 03.61,+02 37 03.0,281.7426,-0.5556,30.96192511951,11.6113071,30.9619251195053,11.6113071,16.6735202,16.6735247,0.0000,/*,0.0023,56.183481,0.0319720,162.29389
1990-Jan-15 00:00,18 46 31.45,+02 15 15.8,281.8166,-0.9295,31.16365314537,11.6749594,31.1636531453746,11.6749594,16.6622950,16.6623002,0.0000,/*,0.0023,57.184331,0.0315585,162.29839
1990-Feb-14 00:00,18 46 58.92,+01 53 45.4,281.8896,-1.2986,31.36647343948,11.7373789,31.3664734394789,11.7373789,16.6513199,16.6513247,0.0000,/*,0.0023,57.185091,0.0311511,162.30177
1990-Mar-16 00:00,18 47 26.03,+01 32 31.7,281.9617,-1.6629,31.57036387454,11.7984840,31.5703638745428,11.7984840,16.6404628,16.6404669,0.0000,/*,0.0022,57.185557,0.0307496,162.30425
1990-Apr-15 00:00,18 47 52.78,+01 11 34.4,282.0328,-2.0225,31.77530179127,11.8583166,31.7753017912699,11.8583166,16.6297145,16.6297183,0.0000,/*,0.0022,57.185611,0.0303540,162.30610
1990-May-15 00:00,18 48 19.18,+00 50 53.2,282.1032,-2.3775,31.98126522686,11.9168708,31.9812652268649,11.9168708,16.6190356,16.6190389,0.0000,/*,0.0022,57.185251,0.0299640,162.30738
1990-Jun-14 00:00,18 48 45.24,+00 30 28.0,282.1726,-2.7280,32.18823250264,11.9742175,32.1882325026374,11.9742175,16.6084401,16.6084436,0.0000,/*,0.0022,57.184574,0.0295797,162.30828
1990-Jul-14 00:00,18 49 10.96,+00 10 18.4,282.2412,-3.0739,32.39618369146,12.0304625,32.3961836914586,12.0304625,16.5979958,16.5980000,0.0000,/*,0.0022,57.183756,0.0292010,162.30870
1990-Aug-13 00:00,18 49 36.35,-00 09 35.6,282.3090,-3.4154,32.60509965983,12.0855864,32.6050996598332,12.0855864,16.5876757,16.5876802,0.0000,/*,0.0022,57.182999,0.0288278,162.30831
1990-Sep-12 00:00,18 50 01.42,-00 29 14.5,282.3759,-3.7526,32.81496088102,12.1395856,32.8149608810197,12.1395856,16.5774565,16.5774611,0.0000,/*,0.0022,57.182494,0.0284601,162.30711
1990-Oct-12 00:00,18 50 26.18,-00 48 38.3,282.4421,-4.0854,33.02574824881,12.1924973,33.0257482488061,12.1924973,16.5673514,16.5673560,0.0000,/*,0.0021,57.182374,0.0280979,162.30506
1990-Nov-11 00:00,18 50 50.62,-01 07 47.2,282.5074,-4.4140,33.23744242623,12.2442658,33.2374424262332,12.2442658,16.5572974,16.5573015,0.0000,/*,0.0021,57.182682,0.0277411,162.30224
1990-Dec-11 00:00,18 51 14.76,-01 26 41.6,282.5720,-4.7385,33.45002390889,12.2949398,33.4500239088861,12.2949398,16.5472997,16.5473037,0.0000,/*,0.0021,57.183344,0.0273895,162.29900
1991-Jan-10 00:00,18 51 38.60,-01 45 21.6,282.6359,-5.0588,33.66347441845,12.3445896,33.6634744184540,12.3445896,16.5373948,16.5373990,0.0000,/*,0.0021,58.184187,0.0270432,162.29527
1991-Feb-09 00:00,18 52 02.15,-02 03 47.5,282.6990,-5.3751,33.87777643138,12.3932458,33.8777764313838,12.3932458,16.5275909,16.5275954,0.0000,/*,0.0021,58.184980,0.0267021,162.29097
1991-Mar-11 00:00,18 52 25.42,-02 21 59.3,282.7614,-5.6873,34.09291300541,12.4409375,34.0929130054082,12.4409375,16.5178933,16.5178982,0.0000,/*,0.0021,58.185509,0.0263661,162.28607
1991-Apr-10 00:00,18 52 48.40,-02 39 57.5,282.8231,-5.9957,34.30886758888,12.4876735,34.3088675888754,12.4876735,16.5083040,16.5083090,0.0000,/*,0.0021,58.185636,0.0260352,162.28029
1991-May-10 00:00,18 53 11.11,-02 57 42.0,282.8841,-6.3002,34.52562326402,12.5334069,34.5256232640184,12.5334069,16.4987736,16.4987780,0.0000,/*,0.0021,58.185339,0.0257094,162.27367
1991-Jun-09 00:00,18 53 33.55,-03 15 13.3,282.9444,-6.6008,34.74316249521,12.5781328,34.7431624952138,12.5781328,16.4892721,16.4892758,0.0000,/*,0.0020,58.184702,0.0253885,162.26655
1991-Jul-09 00:00,18 53 55.72,-03 32 31.4,283.0040,-6.8977,34.96146819559,12.6218910,34.9614681955863,12.6218910,16.4798103,16.4798134,0.0000,/*,0.0020,58.183890,0.0250725,162.25908
1991-Aug-08 00:00,18 54 17.64,-03 49 36.5,283.0630,-7.1909,35.18052380441,12.6647149,35.1805238044095,12.6647149,16.4703886,16.4703914,0.0000,/*,0.0020,58.183105,0.0247613,162.25148
1991-Sep-07 00:00,18 54 39.30,-04 06 28.9,283.1213,-7.4805,35.40031386426,12.7066929,35.4003138642579,12.7066929,16.4610510,16.4610543,0.0000,/*,0.0020,58.182544,0.0244548,162.24390
1991-Oct-07 00:00,18 55 00.71,-04 23 08.7,283.1790,-7.7664,35.62082437254,12.7478845,35.6208243725447,12.7478845,16.4518377,16.4518416,0.0000,/*,0.0020,58.182356,0.0241529,162.23595
1991-Nov-06 00:00,18 55 21.87,-04 39 36.2,283.2360,-8.0489,35.84204179087,12.7882994,35.8420417908709,12.7882994,16.4427492,16.4427536,0.0000,/*,0.0020,58.182598,0.0238557,162.22741
1991-Dec-06 00:00,18 55 42.79,-04 55 51.5,283.2925,-8.3278,36.06395258498,12.8279287,36.0639525849795,12.8279287,16.4337674,16.4337722,0.0000,/*,0.0020,58.183214,0.0235630,162.21822
1992-Jan-05 00:00,18 56 03.47,-05 11 54.7,283.3483,-8.6034,36.28654296057,12.8667349,36.2865429605656,12.8667349,16.4248594,16.4248636,0.0000,/*,0.0020,58.184045,0.0232749,162.20815
1992-Feb-04 00:00,18 56 23.92,-05 27 46.2,283.4036,-8.8755,36.50979821889,12.9046862,36.5097982188944,12.9046862,16.4159800,16.4159833,0.0000,/*,0.0019,58.184866,0.0229912,162.19754
1992-Mar-05 00:00,18 56 44.14,-05 43 26.0,283.4583,-9.1443,36.73370375779,12.9418174,36.7337037577875,12.9418174,16.4071296,16.4071326,0.0000,/*,0.0019,58.185454,0.0227119,162.18679
1992-Apr-04 00:00,18 57 04.14,-05 58 54.4,283.5124,-9.4099,36.95824583985,12.9781671,36.9582458398460,12.9781671,16.3983260,16.3983286,0.0000,/*,0.0019,58.185654,0.0224369,162.17582
1992-May-04 00:00,18 57 23.92,-06 14 11.5,283.5659,-9.6722,37.18341128997,13.0137917,37.1834112899698,13.0137917,16.3895948,16.3895973,0.0000,/*,0.0019,58.185423,0.0221661,162.16476
1992-Jun-03 00:00,18 57 43.48,-06 29 17.5,283.6189,-9.9314,37.40918799155,13.0487421,37.4091879915464,13.0487421,16.3809621,16.3809653,0.0000,/*,0.0019,58.184829,0.0218994,162.15353
1992-Jul-03 00:00,18 58 02.83,-06 44 12.6,283.6713,-10.1875,37.63556453361,13.0830106,37.6355645336095,13.0830106,16.3724238,16.3724268,0.0000,/*,0.0019,59.184027,0.0216369,162.14171
1992-Aug-02 00:00,18 58 21.96,-06 58 56.8,283.7233,-10.4404,37.86252850032,13.1165671,37.8625285003217,13.1165671,16.3639427,16.3639452,0.0000,/*,0.0019,59.183218,0.0213784,162.12945
1992-Sep-01 00:00,18 58 40.89,-07 13 30.5,283.7746,-10.6904,38.09006765287,13.1494196,38.0900676528683,13.1494196,16.3555070,16.3555094,0.0000,/*,0.0019,59.182606,0.0211239,162.11697
1992-Oct-01 00:00,18 58 59.62,-07 27 53.7,283.8255,-10.9373,38.31817005106,13.1815794,38.3181700510557,13.1815794,16.3471153,16.3471168,0.0000,/*,0.0018,59.182348,0.0208733,162.10425
1992-Oct-31 00:00,18 59 18.15,-07 42 06.7,283.8759,-11.1814,38.54682371429,13.2130733,38.5468237142890,13.2130733,16.3387501,16.3387515,0.0000,/*,0.0018,59.182520,0.0206266,162.09181
1992-Nov-30 00:00,18 59 36.49,-07 56 09.5,283.9258,-11.4225,38.77601786505,13.2439922,38.7760178650520,13.2439922,16.3305005,16.3305027,0.0000,/*,0.0018,59.183085,0.0203836,162.07937
1992-Dec-30 00:00,18 59 54.63,-08 10 02.4,283.9751,-11.6608,39.00574289434,13.2743450,39.0057428943430,13.2743450,16.3223553,16.3223577,0.0000,/*,0.0018,59.183898,0.0201443,162.06652
1993-Jan-29 00:00,19 00 12.58,-08 23 45.4,284.0240,-11.8963,39.23598890541,13.3041388,39.2359889054119,13.3041388,16.3143118,16.3143144,0.0000,/*,0.0018,59.184740,0.0199087,162.05322
1993-Feb-28 00:00,19 00 30.35,-08 37 18.8,284.0724,-12.1290,39.46674612765,13.3333607,39.4667461276525,13.3333607,16.3063546,16.3063574,0.0000,/*,0.0018,59.185382,0.0196768,162.03934
1993-Mar-30 00:00,19 00 47.93,-08 50 42.6,284.1204,-12.3590,39.69800426027,13.3619452,39.6980042602703,13.3619452,16.2984319,16.2984335,0.0000,/*,0.0018,59.185656,0.0194484,162.02475
1993-Apr-29 00:00,19 01 05.33,-09 03 57.1,284.1679,-12.5864,39.92975182536,13.3898672,39.9297518253604,13.3898672,16.2905004,16.2905008,0.0000,/*,0.0018,59.185496,0.0192236,162.01004
1993-May-29 00:00,19 01 22.56,-09 17 02.3,284.2149,-12.8111,40.16197782444,13.4171925,40.1619778244417,13.4171925,16.2825908,16.2825908,0.0000,/*,0.0018,59.184954,0.0190022,161.99553
1993-Jun-28 00:00,19 01 39.61,-09 29 58.4,284.2615,-13.0332,40.39467233752,13.4439515,40.3946723375162,13.4439515,16.2747177,16.2747172,0.0000,/*,0.0018,59.184172,0.0187842,161.98116
1993-Jul-28 00:00,19 01 56.49,-09 42 45.6,284.3076,-13.2527,40.62782601160,13.4702012,40.6278260115995,13.4702012,16.2669073,16.2669070,0.0000,/*,0.0017,60.183346,0.0185695,161.96709
1993-Aug-27 00:00,19 02 13.21,-09 55 24.0,284.3533,-13.4698,40.86143050167,13.4960148,40.8614305016727,13.4960148,16.2592118,16.2592124,0.0000,/*,0.0017,60.182683,0.0183580,161.95304
1993-Sep-26 00:00,19 02 29.75,-10 07 53.7,284.3986,-13.6844,41.09547824921,13.5213574,41.0954782492079,13.5213574,16.2516090,16.2516096,0.0000,/*,0.0017,60.182353,0.0181497,161.93853
1993-Oct-26 00:00,19 02 46.13,-10 20 14.9,284.4435,-13.8965,41.32996075047,13.5462014,41.3299607504674,13.5462014,16.2440669,16.2440672,0.0000,/*,0.0017,60.182449,0.0179446,161.92368
1993-Nov-25 00:00,19 03 02.35,-10 32 27.6,284.4879,-14.1062,41.56486940179,13.5705552,41.5648694017946,13.5705552,16.2365831,16.2365831,0.0000,/*,0.0017,60.182955,0.0177426,161.90855
1993-Dec-25 00:00,19 03 18.41,-10 44 32.0,284.5320,-14.3136,41.80019543982,13.5943788,41.8001954398195,13.5943788,16.2291185,16.2291176,0.0000,/*,0.0017,60.183742,0.0175437,161.89320
1994-Jan-24 00:00,19 03 34.31,-10 56 28.3,284.5756,-14.5186,42.03592984130,13.6177074,42.0359298413011,13.6177074,16.2216803,16.2216790,0.0000,/*,0.0017,60.184599,0.0173478,161.87806
1994-Feb-23 00:00,19 03 50.06,-11 08 16.5,284.6188,-14.7213,42.27206469021,13.6406168,42.2720646902086,13.6406168,16.2143184,16.2143174,0.0000,/*,0.0017,60.185293,0.0171548,161.86302
1994-Mar-25 00:00,19 04 05.66,-11 19 56.8,284.6617,-14.9218,42.50859272261,13.6630932,42.5085927226123,13.6630932,16.2070215,16.2070204,0.0000,/*,0.0017,60.185641,0.0169647,161.84783
1994-Apr-24 00:00,19 04 21.11,-11 31 29.3,284.7041,-15.1200,42.74550650955,13.6851506,42.7455065095492,13.6851506,16.1997919,16.1997909,0.0000,/*,0.0017,60.185559,0.0167774,161.83251
1994-May-24 00:00,19 04 36.41,-11 42 54.1,284.7462,-15.3161,42.98279893193,13.7067990,42.9827989319263,13.7067990,16.1926369,16.1926357,0.0000,/*,0.0016,60.185077,0.0165930,161.81682
1994-Jun-23 00:00,19 04 51.57,-11 54 11.3,284.7879,-15.5100,43.22046227850,13.7279620,43.2204622784952,13.7279620,16.1854926,16.1854902,0.0000,/*,0.0016,60.184321,0.0164113,161.80082
1994-Jul-23 00:00,19 05 06.59,-12 05 21.0,284.8292,-15.7017,43.45848818271,13.7486490,43.4584881827067,13.7486490,16.1783469,16.1783437,0.0000,/*,0.0016,61.183484,0.0162324,161.78504
1994-Aug-22 00:00,19 05 21.46,-12 16 23.5,284.8702,-15.8914,43.69686877469,13.7689254,43.6968687746898,13.7689254,16.1712387,16.1712351,0.0000,/*,0.0016,61.182772,0.0160562,161.76961
1994-Sep-21 00:00,19 05 36.19,-12 27 18.6,284.9108,-16.0790,43.93559711361,13.7888010,43.9355971136085,13.7888010,16.1641656,16.1641619,0.0000,/*,0.0016,61.182369,0.0158825,161.75456
1994-Oct-21 00:00,19 05 50.79,-12 38 06.7,284.9511,-16.2646,44.17466684593,13.8083479,44.1746668459293,13.8083479,16.1571722,16.1571692,0.0000,/*,0.0016,61.182384,0.0157114,161.73992
1994-Nov-20 00:00,19 06 05.25,-12 48 47.7,284.9910,-16.4481,44.41407287162,13.8276201,44.4140728716178,13.8276201,16.1503042,16.1503020,0.0000,/*,0.0016,61.182822,0.0155427,161.72514
1994-Dec-20 00:00,19 06 19.58,-12 59 21.8,285.0305,-16.6297,44.65380990262,13.8465529,44.6538099026228,13.8465529,16.1435140,16.1435119,0.0000,/*,0.0016,61.183577,0.0153765,161.70990
1995-Jan-19 00:00,19 06 33.78,-13 09 49.1,285.0698,-16.8094,44.89387180714,13.8651202,44.8938718071374,13.8651202,16.1367756,16.1367732,0.0000,/*,0.0016,61.184446,0.0152128,161.69428
1995-Feb-18 00:00,19 06 47.84,-13 20 09.7,285.1086,-16.9871,45.13425215901,13.8833039,45.1342521590063,13.8833039,16.1300726,16.1300691,0.0000,/*,0.0016,61.185192,0.0150515,161.67825
1995-Mar-20 00:00,19 07 01.78,-13 30 23.6,285.1472,-17.1629,45.37494371619,13.9010499,45.3749437161879,13.9010499,16.1233490,16.1233443,0.0000,/*,0.0016,61.185615,0.0148927,161.66227
1995-Apr-19 00:00,19 07 15.60,-13 40 31.0,285.1854,-17.3369,45.61593929544,13.9184141,45.6159392954423,13.9184141,16.1166306,16.1166255,0.0000,/*,0.0016,61.185613,0.0147361,161.64682
1995-May-19 00:00,19 07 29.29,-13 50 32.0,285.2233,-17.5090,45.85723301625,13.9354679,45.8572330162541,13.9354679,16.1099691,16.1099638,0.0000,/*,0.0015,61.185195,0.0145818,161.63168
1995-Jun-18 00:00,19 07 42.86,-14 00 26.7,285.2609,-17.6794,46.09881941850,13.9522097,46.0988194185013,13.9522097,16.1033567,16.1033515,0.0000,/*,0.0015,61.184474,0.0144297,161.61685
1995-Jul-18 00:00,19 07 56.30,-14 10 15.1,285.2981,-17.8479,46.34069346290,13.9686797,46.3406934628985,13.9686797,16.0968205,16.0968159,0.0000,/*,0.0015,61.183632,0.0142798,161.60218
1995-Aug-17 00:00,19 08 09.63,-14 19 57.4,285.3351,-18.0147,46.58285059647,13.9848746,46.5828505964672,13.9848746,16.0903641,16.0903592,0.0000,/*,0.0015,61.182878,0.0141321,161.58721
1995-Sep-16 00:00,19 08 22.84,-14 29 33.6,285.3717,-18.1798,46.82528531769,14.0007247,46.8252853176916,14.0007247,16.0839254,16.0839197,0.0000,/*,0.0015,61.182403,0.0139865,161.57216
1995-Oct-16 00:00,19 08 35.93,-14 39 03.8,285.4080,-18.3431,47.06799174892,14.0162500,47.0679917489207,14.0162500,16.0775067,16.0775008,0.0000,/*,0.0015,61.182336,0.0138430,161.55741
1995-Nov-15 00:00,19 08 48.91,-14 48 28.2,285.4441,-18.5048,47.31096465965,14.0314818,47.3109646596477,14.0314818,16.0711289,16.0711223,0.0000,/*,0.0015,61.182703,0.0137015,161.54287
1995-Dec-15 00:00,19 09 01.78,-14 57 46.7,285.4798,-18.6649,47.55419887716,14.0464275,47.5541988771601,14.0464275,16.0647851,16.0647786,0.0000,/*,0.0015,61.183416,0.0135620,161.52878
1996-Jan-14 00:00,19 09 14.53,-15 06 59.5,285.5152,-18.8233,47.79769010963,14.0611537,47.7976901096337,14.0611537,16.0585214,16.0585159,0.0000,/*,0.0015,62.184285,0.0134245,161.51505
1996-Feb-13 00:00,19 09 27.17,-15 16 06.7,285.5504,-18.9800,48.04143468016,14.0756697,48.0414346801644,14.0756697,16.0523539,16.0523485,0.0000,/*,0.0015,62.185074,0.0132889,161.50103
1996-Mar-14 00:00,19 09 39.71,-15 25 08.3,285.5852,-19.1352,48.28542845907,14.0899209,48.2854284590719,14.0899209,16.0462369,16.0462313,0.0000,/*,0.0015,62.185571,0.0131552,161.48675
1996-Apr-13 00:00,19 09 52.13,-15 34 04.5,285.6198,-19.2889,48.52966672848,14.1038954,48.5296667284838,14.1038954,16.0401566,16.0401508,0.0000,/*,0.0015,62.185651,0.0130234,161.47230
1996-May-13 00:00,19 10 04.45,-15 42 55.2,285.6541,-19.4410,48.77414450536,14.1175540,48.7741445053562,14.1175540,16.0340828,16.0340754,0.0000,/*,0.0015,62.185302,0.0128936,161.45766
1996-Jun-12 00:00,19 10 16.66,-15 51 40.6,285.6881,-19.5915,49.01885595416,14.1308804,49.0188559541597,14.1308804,16.0279843,16.0279757,0.0000,/*,0.0014,62.184622,0.0127656,161.44354
1996-Jul-12 00:00,19 10 28.77,-16 00 20.8,285.7218,-19.7406,49.26379591330,14.1439520,49.2637959133024,14.1439520,16.0219082,16.0218999,0.0000,/*,0.0014,62.183786,0.0126393,161.43024
1996-Aug-11 00:00,19 10 40.78,-16 08 55.8,285.7553,-19.8882,49.50896053366,14.1568114,49.5089605336592,14.1568114,16.0158888,16.0158803,0.0000,/*,0.0014,62.183002,0.0125147,161.41744
1996-Sep-10 00:00,19 10 52.69,-16 17 25.7,285.7885,-20.0343,49.75434625834,14.1694863,49.7543462583362,14.1694863,16.0099395,16.0099318,0.0000,/*,0.0014,62.182465,0.0123919,161.40516
1996-Oct-10 00:00,19 11 04.49,-16 25 50.5,285.8214,-20.1790,49.99995030023,14.1820216,49.9999503002312,14.1820216,16.0040971,16.0040907,0.0000,/*,0.0014,62.182317,0.0122706,161.39302
1996-Nov-09 00:00,19 11 16.20,-16 34 10.4,285.8541,-20.3223,50.24577005886,14.1943694,50.2457700588644,14.1943694,15.9983338,15.9983272,0.0000,/*,0.0014,62.182606,0.0121511,161.38042
1996-Dec-09 00:00,19 11 27.81,-16 42 25.4,285.8865,-20.4642,50.49180168036,14.2064772,50.4918016803570,14.2064772,15.9926006,15.9925935,0.0000,/*,0.0014,62.183265,0.0120332,161.36769
1997-Jan-08 00:00,19 11 39.32,-16 50 35.6,285.9186,-20.6047,50.73804101458,14.2183546,50.7380410145826,14.2183546,15.9868975,15.9868902,0.0000,/*,0.0014,62.184122,0.0119170,161.35506
1997-Feb-07 00:00,19 11 50.74,-16 58 41.0,285.9505,-20.7438,50.98448401357,14.2299806,50.9844840135699,14.2299806,15.9812057,15.9811973,0.0000,/*,0.0014,62.184944,0.0118023,161.34256
1997-Mar-09 00:00,19 12 02.06,-17 06 41.7,285.9822,-20.8816,51.23112640287,14.2413829,51.2311264028742,14.2413829,15.9755327,15.9755242,0.0000,/*,0.0014,62.185508,0.0116892,161.33066
1997-Apr-08 00:00,19 12 13.29,-17 14 37.8,286.0135,-21.0181,51.47796490967,14.2526327,51.4779649096698,14.2526327,15.9699308,15.9699231,0.0000,/*,0.0014,62.185669,0.0115776,161.31921
1997-May-08 00:00,19 12 24.42,-17 22 29.3,286.0447,-21.1533,51.72499693911,14.2637138,51.7249969391067,14.2637138,15.9643935,15.9643859,0.0000,/*,0.0014,62.185396,0.0114674,161.30776
1997-Jun-07 00:00,19 12 35.47,-17 30 16.3,286.0756,-21.2872,51.97221939987,14.2746160,51.9722193998676,14.2746160,15.9589080,15.9589005,0.0000,/*,0.0014,62.184767,0.0113588,161.29638
1997-Jul-07 00:00,19 12 46.42,-17 37 58.8,286.1062,-21.4198,52.21962932105,14.2853434,52.2196293210460,14.2853434,15.9534772,15.9534697,0.0000,/*,0.0014,63.183947,0.0112516,161.28498
1997-Aug-06 00:00,19 12 57.29,-17 45 37.0,286.1366,-21.5512,52.46722303554,14.2958345,52.4672230355433,14.2958345,15.9480517,15.9480430,0.0000,/*,0.0014,63.183141,0.0111459,161.27361
1997-Sep-05 00:00,19 13 08.06,-17 53 10.8,286.1668,-21.6813,52.71499652797,14.3061058,52.7149965279705,14.3061058,15.9426289,15.9426197,0.0000,/*,0.0013,63.182548,0.0110416,161.26293
1997-Oct-05 00:00,19 13 18.75,-18 00 40.4,286.1967,-21.8102,52.96294662703,14.3162342,52.9629466270325,14.3162342,15.9372620,15.9372534,0.0000,/*,0.0013,63.182323,0.0109386,161.25297
1997-Nov-04 00:00,19 13 29.36,-18 08 05.7,286.2264,-21.9379,53.21107102068,14.3262278,53.2110710206819,14.3262278,15.9319573,15.9319493,0.0000,/*,0.0013,63.182531,0.0108369,161.24350
1997-Dec-04 00:00,19 13 39.87,-18 15 26.9,286.2559,-22.0644,53.45936769129,14.3361285,53.4593676912910,14.3361285,15.9267436,15.9267369,0.0000,/*,0.0013,63.183128,0.0107365,161.23439
1998-Jan-03 00:00,19 13 50.30,-18 22 44.0,286.2851,-22.1898,53.70783535481,14.3459643,53.7078353548071,14.3459643,15.9216497,15.9216442,0.0000,/*,0.0013,63.183958,0.0106374,161.22505
1998-Feb-02 00:00,19 14 00.65,-18 29 57.1,286.3141,-22.3140,53.95647222090,14.3556481,53.9564722209027,14.3556481,15.9166134,15.9166078,0.0000,/*,0.0013,63.184798,0.0105396,161.21513
1998-Mar-04 00:00,19 14 10.92,-18 37 06.1,286.3429,-22.4370,54.20527523907,14.3651416,54.2052752390663,14.3651416,15.9115978,15.9115916,0.0000,/*,0.0013,63.185421,0.0104432,161.20503
1998-Apr-03 00:00,19 14 21.10,-18 44 11.2,286.3715,-22.5589,54.45424114422,14.3744499,54.4542411442239,14.3744499,15.9066023,15.9065953,0.0000,/*,0.0013,63.185665,0.0103480,161.19497
1998-May-03 00:00,19 14 31.21,-18 51 12.4,286.3998,-22.6797,54.70336641442,14.3835425,54.7033664144160,14.3835425,15.9015944,15.9015866,0.0000,/*,0.0013,63.185474,0.0102540,161.18535
1998-Jun-02 00:00,19 14 41.23,-18 58 09.8,286.4280,-22.7994,54.95264777299,14.3924820,54.9526477729865,14.3924820,15.8966111,15.8966036,0.0000,/*,0.0013,63.184907,0.0101612,161.17662
