Date_UT,RA_app,DEC_app,Helio_Ecl_Lon,Helio_Ecl_Lat,r,rdot,delta,deldot,VmagSn,VmagOb,S-O-T,S-O-T_flag,TDB-UT,Sky_motion,Sky_mot_PA,RelVel_ANG
1980-Mar-08 00:00,10 47 10.81,-05 30 35.1,161.9212,1.7256,6.376313318228,8.8527618,6.37631331822790,8.8527618,18.1796682,18.1796680,0.0000,/*,0.0030,51.185494,0.2060121,88.602866
1980-Apr-07 00:00,10 56 52.40,-05 26 45.8,164.3342,1.8034,6.532180256474,9.1348378,6.53218025647437,9.1348378,17.9877244,17.9877240,0.0000,/*,0.0030,51.185646,0.1962459,88.372871
1980-May-07 00:00,11 06 06.24,-05 22 35.2,166.6327,1.8745,6.692694221894,9.3895474,6.69269422189388,9.3895474,17.7991064,17.7991059,0.0000,/*,0.0029,51.185370,0.1869091,88.156313
1980-Jun-06 00:00,11 14 53.59,-05 18 07.6,168.8220,1.9393,6.857398930865,9.6189470,6.85739893086506,9.6189470,17.6140580,17.6140574,0.0000,/*,0.0028,51.184745,0.1780129,87.952715
1980-Jul-06 00:00,11 23 15.74,-05 13 26.9,170.9073,1.9984,7.025873893689,9.8251274,7.02587389368861,9.8251274,17.4328359,17.4328354,0.0000,/*,0.0028,51.183933,0.1695603,87.761488
1980-Aug-05 00:00,11 31 13.98,-05 08 36.4,172.8939,2.0522,7.197734430225,10.0100931,7.19773443022451,10.0100931,17.2557275,17.2557272,0.0000,/*,0.0027,51.183140,0.1615484,87.582024
1980-Sep-04 00:00,11 38 49.58,-05 03 39.0,174.7872,2.1011,7.372629138107,10.1756784,7.37262913810661,10.1756784,17.0829080,17.0829078,0.0000,/*,0.0026,51.182563,0.1539686,87.413699
1980-Oct-04 00:00,11 46 03.78,-04 58 36.9,176.5920,2.1457,7.550237609842,10.3236589,7.55023760984183,10.3236589,16.9144681,16.9144678,0.0000,/*,0.0026,51.182353,0.1468075,87.255842
1980-Nov-03 00:00,11 52 57.78,-04 53 32.3,178.3135,2.1861,7.730269563918,10.4557117,7.73026956391825,10.4557117,16.7505082,16.7505079,0.0000,/*,0.0025,51.182573,0.1400494,87.107810
1980-Dec-03 00:00,11 59 32.73,-04 48 26.9,179.9562,2.2229,7.912462614947,10.5733819,7.91246261494653,10.5733819,16.5910698,16.5910691,0.0000,/*,0.0024,51.183173,0.1336764,86.968980
1981-Jan-02 00:00,12 05 49.72,-04 43 22.1,181.5247,2.2563,8.096580884196,10.6782132,8.09658088419644,10.6782132,16.4362181,16.4362173,0.0000,/*,0.0024,51.183999,0.1276690,86.838712
1981-Feb-01 00:00,12 11 49.79,-04 38 19.0,183.0233,2.2866,8.282414896027,10.7716855,8.28241489602709,10.7716855,16.2861186,16.2861178,0.0000,/*,0.0023,51.184826,0.1220087,86.716435
1981-Mar-03 00:00,12 17 33.93,-04 33 18.6,184.4559,2.3142,8.469780001073,10.8551934,8.46978000107294,10.8551934,16.1409479,16.1409470,0.0000,/*,0.0023,51.185432,0.1166764,86.601618
1981-Apr-02 00:00,12 23 03.07,-04 28 21.7,185.8264,2.3392,8.658516544164,10.9302808,8.65851654416391,10.9302808,16.0010242,16.0010233,0.0000,/*,0.0022,51.185657,0.1116534,86.493721
1981-May-02 00:00,12 28 18.07,-04 23 28.8,187.1384,2.3618,8.848494281180,10.9988504,8.84849428117953,10.9988504,15.8670545,15.8670537,0.0000,/*,0.0022,51.185451,0.1069219,86.392265
1981-Jun-01 00:00,12 33 19.77,-04 18 40.5,188.3954,2.3824,9.039623978433,11.0639759,9.03962397843266,11.0639759,15.7407023,15.7407013,0.0000,/*,0.0021,51.184874,0.1024653,86.296770
1981-Jul-01 00:00,12 38 08.95,-04 13 57.1,189.6004,2.4010,9.231901292309,11.1335218,9.23190129230906,11.1335218,15.6274473,15.6274461,0.0000,/*,0.0021,52.184077,0.0982706,86.206651
1981-Jul-31 00:00,12 42 46.36,-04 09 18.8,190.7567,2.4179,9.425632623495,11.2463628,9.42563262349524,11.2463628,15.5577440,15.5577427,0.0000,/*,0.0021,52.183261,0.0943516,86.120868
1981-Aug-30 00:00,12 47 53.68,-04 04 42.0,192.0373,2.4247,9.605405730138,0.6424872,9.60540573013801,0.6424872,21.0808443,21.0808437,0.0000,/*,0.0040,52.182630,0.1814769,87.955213
1981-Sep-29 00:00,12 56 22.37,-03 59 55.3,194.1545,2.3814,9.621061881995,1.1877583,9.62106188199492,1.1877583,20.3605706,20.3605700,0.0000,/*,0.0039,52.182347,0.1747743,87.758041
1981-Oct-29 00:00,13 04 44.88,-03 54 50.4,196.2463,2.3361,9.646498700291,1.7524559,9.64649870029125,1.7524559,20.3131670,20.3131668,0.0000,/*,0.0039,52.182493,0.1735548,87.604520
1981-Nov-28 00:00,13 13 03.40,-03 49 29.0,198.3218,2.2881,9.681753356614,2.3158103,9.68175335661414,2.3158103,20.2781570,20.2781569,0.0000,/*,0.0039,52.183040,0.1721372,87.463018
1981-Dec-28 00:00,13 21 17.38,-03 43 52.5,200.3787,2.2376,9.726701038501,2.8710961,9.72670103850072,2.8710961,20.2476118,20.2476119,0.0000,/*,0.0038,52.183846,0.1704702,87.326687
1982-Jan-27 00:00,13 29 26.05,-03 38 02.5,202.4138,2.1849,9.781188958116,3.4168168,9.78118895811555,3.4168168,20.2165669,20.2165671,0.0000,/*,0.0038,52.184693,0.1685286,87.195457
1982-Feb-26 00:00,13 37 28.63,-03 32 00.6,204.4238,2.1300,9.845038463459,3.9515046,9.84503846345928,3.9515046,20.1833563,20.1833560,0.0000,/*,0.0038,52.185354,0.1663183,87.069458
1982-Mar-28 00:00,13 45 24.36,-03 25 48.4,206.4055,2.0734,9.918047368550,4.4739251,9.91804736854974,4.4739251,20.1473572,20.1473566,0.0000,/*,0.0038,52.185656,0.1638559,86.948832
1982-Apr-27 00:00,13 53 12.56,-03 19 27.7,208.3562,2.0153,9.999993455040,4.9829851,9.99999345503951,4.9829851,20.1084564,20.1084556,0.0000,/*,0.0037,52.185526,0.1611642,86.833718
1982-May-27 00:00,14 00 52.60,-03 12 59.9,210.2732,1.9559,10.09063632123,5.4776822,10.0906363212311,5.4776822,20.0667155,20.0667145,0.0000,/*,0.0037,52.185006,0.1582681,86.724206
1982-Jun-26 00:00,14 08 23.94,-03 06 26.8,212.1542,1.8955,10.18972006249,5.9572339,10.1897200624914,5.9572339,20.0223083,20.0223075,0.0000,/*,0.0037,52.184232,0.1551942,86.620335
1982-Jul-26 00:00,14 15 46.12,-02 59 49.9,213.9972,1.8343,10.29697637733,6.4209749,10.2969763773267,6.4209749,19.9754964,19.9754958,0.0000,/*,0.0036,53.183399,0.1519694,86.522118
1982-Aug-25 00:00,14 22 58.74,-02 53 10.8,215.8007,1.7726,10.41212598726,6.8683285,10.4121259872618,6.8683285,19.9264780,19.9264774,0.0000,/*,0.0036,53.182715,0.1486201,86.429512
1982-Sep-24 00:00,14 30 01.48,-02 46 30.7,217.5632,1.7106,10.53488182403,7.2989622,10.5348818240340,7.2989622,19.8754521,19.8754514,0.0000,/*,0.0035,53.182356,0.1451714,86.342434
1982-Oct-24 00:00,14 36 54.11,-02 39 51.1,219.2838,1.6486,10.66495242454,7.7126940,10.6649524245394,7.7126940,19.8226649,19.8226641,0.0000,/*,0.0035,53.182422,0.1416475,86.260779
1982-Nov-23 00:00,14 43 36.45,-02 33 13.0,220.9616,1.5866,10.80204399059,8.1094436,10.8020439905932,8.1094436,19.7683206,19.7683195,0.0000,/*,0.0034,53.182905,0.1380710,86.184400
1982-Dec-23 00:00,14 50 08.38,-02 26 37.6,222.5962,1.5249,10.94586318196,8.4893356,10.9458631819628,8.4893356,19.7126743,19.7126732,0.0000,/*,0.0034,53.183683,0.1344628,86.113128
1983-Jan-22 00:00,14 56 29.84,-02 20 05.8,224.1874,1.4637,11.09611952434,8.8525596,11.0961195243447,8.8525596,19.6560248,19.6560239,0.0000,/*,0.0034,53.184548,0.1308426,86.046792
1983-Feb-21 00:00,15 02 40.85,-02 13 38.5,225.7350,1.4030,11.25252581621,9.1993168,11.2525258162113,9.1993168,19.5985776,19.5985767,0.0000,/*,0.0033,53.185264,0.1272280,85.985190
1983-Mar-23 00:00,15 08 41.43,-02 07 16.4,227.2394,1.3431,11.41479957461,9.5299442,11.4147995746055,9.5299442,19.5405338,19.5405329,0.0000,/*,0.0033,53.185642,0.1236342,85.928117
1983-Apr-22 00:00,15 14 31.68,-02 01 00.2,228.7007,1.2840,11.58266455523,9.8448148,11.5826645552290,9.8448148,19.4820855,19.4820845,0.0000,/*,0.0032,53.185589,0.1200750,85.875372
1983-May-22 00:00,15 20 11.72,-01 54 50.4,230.1196,1.2258,11.75585096153,10.1443218,11.7558509615307,10.1443218,19.4233214,19.4233199,0.0000,/*,0.0032,53.185130,0.1165617,85.826728
1983-Jun-21 00:00,15 25 41.70,-01 48 47.5,231.4966,1.1686,11.93409723932,10.4290123,11.9340972393170,10.4290123,19.3643805,19.3643787,0.0000,/*,0.0031,53.184386,0.1131039,85.781964
1983-Jul-21 00:00,15 31 01.80,-01 42 51.8,232.8324,1.1125,12.11715178035,10.6994615,12.1171517803527,10.6994615,19.3054584,19.3054564,0.0000,/*,0.0031,54.183544,0.1097102,85.740874
1983-Aug-20 00:00,15 36 12.22,-01 37 03.6,234.1280,1.0575,12.30477230992,10.9562142,12.3047723099181,10.9562142,19.2466888,19.2466866,0.0000,/*,0.0030,54.182813,0.1063877,85.703231
1983-Sep-19 00:00,15 41 13.17,-01 31 23.2,235.3841,1.0036,12.49672690727,11.1998790,12.4967269072739,11.1998790,19.1882504,19.1882485,0.0000,/*,0.0030,54.182379,0.1031420,85.668826
1983-Oct-19 00:00,15 46 04.89,-01 25 50.7,236.6017,0.9509,12.69279375597,11.4310076,12.6927937559732,11.4310076,19.1303139,19.1303123,0.0000,/*,0.0029,54.182363,0.0999783,85.637471
1983-Nov-18 00:00,15 50 47.62,-01 20 26.2,237.7819,0.8995,12.89275970635,11.6500788,12.8927597063494,11.6500788,19.0729163,19.0729148,0.0000,/*,0.0029,54.182777,0.0968996,85.608955
1983-Dec-18 00:00,15 55 21.61,-01 15 09.7,238.9256,0.8492,13.09642056591,11.8576356,13.0964205659149,11.8576356,19.0161055,19.0161038,0.0000,/*,0.0028,54.183520,0.0939081,85.583091
1984-Jan-17 00:00,15 59 47.11,-01 10 01.3,240.0340,0.8002,13.30358150752,12.0542060,13.3035815075205,12.0542060,18.9599295,18.9599275,0.0000,/*,0.0028,54.184393,0.0910053,85.559710
1984-Feb-16 00:00,16 04 04.40,-01 05 01.0,241.1081,0.7525,13.51405647577,12.2403062,13.5140564757658,12.2403062,18.9043706,18.9043682,0.0000,/*,0.0028,54.185158,0.0881915,85.538626
1984-Mar-17 00:00,16 08 13.71,-01 00 08.6,242.1489,0.7059,13.72766925190,12.4165319,13.7276692518970,12.4165319,18.8495055,18.8495028,0.0000,/*,0.0027,54.185610,0.0854666,85.519682
1984-Apr-16 00:00,16 12 15.32,-00 55 24.1,243.1576,0.6606,13.94425364454,12.5834253,13.9442536445354,12.5834253,18.7954425,18.7954397,0.0000,/*,0.0027,54.185637,0.0828306,85.502741
1984-May-16 00:00,16 16 09.47,-00 50 47.5,244.1353,0.6164,14.16365195076,12.7414576,14.1636519507606,12.7414576,18.7422035,18.7422007,0.0000,/*,0.0026,54.185242,0.0802825,85.487649
1984-Jun-15 00:00,16 19 56.43,-00 46 18.4,245.0828,0.5735,14.38571497240,12.8911182,14.3857149723953,12.8911182,18.6898493,18.6898467,0.0000,/*,0.0026,54.184535,0.0778213,85.474278
1984-Jul-15 00:00,16 23 36.43,-00 41 56.9,246.0014,0.5317,14.61030143483,13.0328193,14.6103014348348,13.0328193,18.6384102,18.6384075,0.0000,/*,0.0025,54.183693,0.0754458,85.462515
1984-Aug-14 00:00,16 27 09.73,-00 37 42.7,246.8920,0.4910,14.83727652897,13.1669390,14.8372765289691,13.1669390,18.5878180,18.5878149,0.0000,/*,0.0025,54.182926,0.0731536,85.452223
1984-Sep-13 00:00,16 30 36.55,-00 33 35.7,247.7556,0.4515,15.06651281105,13.2939290,15.0665128110519,13.2939290,18.5380842,18.5380808,0.0000,/*,0.0025,54.182426,0.0709427,85.443293
1984-Oct-13 00:00,16 33 57.14,-00 29 35.7,248.5931,0.4131,15.29789053382,13.4142054,15.2978905338228,13.4142054,18.4892525,18.4892488,0.0000,/*,0.0024,54.182327,0.0688110,85.435630
1984-Nov-12 00:00,16 37 11.72,-00 25 42.5,249.4056,0.3757,15.53129660546,13.5281567,15.5312966054642,13.5281567,18.4413220,18.4413184,0.0000,/*,0.0024,54.182665,0.0667562,85.429116
1984-Dec-12 00:00,16 40 20.51,-00 21 56.0,250.1939,0.3394,15.76664659076,13.6375204,15.7666465907588,13.6375204,18.3957015,18.3956983,0.0000,/*,0.0024,54.183359,0.0647787,85.423759
1985-Jan-11 00:00,16 43 23.72,-00 18 15.9,250.9589,0.3041,16.00382088920,13.7399477,16.0038208892016,13.7399477,18.3497447,18.3497418,0.0000,/*,0.0023,54.184227,0.0628711,85.419309
1985-Feb-10 00:00,16 46 21.55,-00 14 42.1,251.7014,0.2697,16.24272282823,13.8370112,16.2427228282256,13.8370112,18.3047254,18.3047225,0.0000,/*,0.0023,54.185031,0.0610337,85.415763
1985-Mar-12 00:00,16 49 14.20,-00 11 14.4,252.4223,0.2364,16.48326196077,13.9289958,16.4832619607678,13.9289958,18.2606133,18.2606103,0.0000,/*,0.0023,54.185555,0.0592639,85.413060
1985-Apr-11 00:00,16 52 01.86,-00 07 52.6,253.1224,0.2039,16.72535253249,14.0161436,16.7253525324936,14.0161436,18.2173609,18.2173572,0.0000,/*,0.0022,54.185664,0.0575595,85.411143
1985-May-11 00:00,16 54 44.72,-00 04 36.5,253.8025,0.1724,16.96891296231,14.0987363,16.9689129623088,14.0987363,18.1749067,18.1749023,0.0000,/*,0.0022,54.185342,0.0559174,85.409931
1985-Jun-10 00:00,16 57 22.96,-00 01 25.9,254.4632,0.1417,17.21386730635,14.1771173,17.2138673063530,14.1771173,18.1333027,18.1332983,0.0000,/*,0.0022,54.184681,0.0543353,85.409381
1985-Jul-10 00:00,16 59 56.73,+00 01 39.3,255.1053,0.1118,17.46014526547,14.2515598,17.4601452654663,14.2515598,18.0926046,18.0926001,0.0000,/*,0.0021,55.183851,0.0528111,85.409446
1985-Aug-09 00:00,17 02 26.21,+00 04 39.3,255.7294,0.0828,17.70768059747,14.3223306,17.7076805974678,14.3223306,18.0528380,18.0528338,0.0000,/*,0.0021,55.183058,0.0513427,85.410066
1985-Sep-08 00:00,17 04 51.55,+00 07 34.3,256.3363,0.0546,17.95641222326,14.3897081,17.9564122232618,14.3897081,18.0140847,18.0140811,0.0000,/*,0.0021,55.182499,0.0499282,85.411213
1985-Oct-08 00:00,17 07 12.91,+00 10 24.4,256.9266,0.0272,18.20628338204,14.4539151,18.2062833820404,14.4539151,17.9764001,17.9763965,0.0000,/*,0.0020,55.182321,0.0485657,85.412852
1985-Nov-07 00:00,17 09 30.43,+00 13 09.9,257.5008,0.0005,18.45724199142,14.5153403,18.4572419914174,14.5153403,17.9399312,17.9399274,0.0000,/*,0.0020,55.182578,0.0472532,85.414946
1985-Dec-07 00:00,17 11 44.26,+00 15 50.8,258.0596,-0.0255,18.70924705595,14.5750116,18.7092470559462,14.5750116,17.9054572,17.9054534,0.0000,/*,0.0020,55.183212,0.0459893,85.417537
1986-Jan-06 00:00,17 13 54.52,+00 18 27.4,258.6035,-0.0508,18.96230199916,14.6391749,18.9623019991564,14.6391749,17.8787821,17.8787779,0.0000,/*,0.0020,55.184059,0.0447783,85.421081
1986-Feb-05 00:00,17 16 25.22,+00 23 05.1,259.2361,-0.0535,19.20266968606,12.3507186,19.2026696860635,12.3507186,19.7199745,19.7199700,0.0000,/*,0.0029,55.184889,0.0662301,80.267537
1986-Mar-07 00:00,17 19 31.06,+00 31 03.0,260.0210,-0.0193,19.41816987743,12.5238901,19.4181698774283,12.5238901,19.6899948,19.6899908,0.0000,/*,0.0029,55.185477,0.0647300,80.275277
1986-Apr-06 00:00,17 22 32.76,+00 38 49.9,260.7883,0.0141,19.63654022519,12.6832357,19.6365402251948,12.6832357,19.6605755,19.6605714,0.0000,/*,0.0029,55.185672,0.0632887,80.283112
1986-May-06 00:00,17 25 30.42,+00 46 25.9,261.5385,0.0468,19.85763672652,12.8382915,19.8576367265216,12.8382915,19.6331918,19.6331878,0.0000,/*,0.0028,55.185431,0.0618822,80.292252
1986-Jun-05 00:00,17 28 24.14,+00 53 51.4,262.2721,0.0787,20.08137547244,12.9882160,20.0813754724439,12.9882160,19.6066285,19.6066246,0.0000,/*,0.0028,55.184825,0.0605074,80.302730
1986-Jul-05 00:00,17 31 14.02,+01 01 06.5,262.9894,0.1099,20.30766606190,13.1328772,20.3076660618974,13.1328772,19.5805283,19.5805238,0.0000,/*,0.0028,55.184014,0.0591636,80.314460
1986-Aug-04 00:00,17 34 00.13,+01 08 11.5,263.6908,0.1404,20.53641810627,13.2723993,20.5364181062681,13.2723993,19.5547466,19.5547416,0.0000,/*,0.0027,55.183200,0.0578500,80.327324
1986-Sep-03 00:00,17 36 42.57,+01 15 06.4,264.3766,0.1702,20.76754441146,13.4069996,20.7675444114649,13.4069996,19.5292954,19.5292904,0.0000,/*,0.0027,55.182587,0.0565666,80.341248
1986-Oct-03 00:00,17 39 21.43,+01 21 51.5,265.0471,0.1993,21.00096115741,13.5368368,21.0009611574111,13.5368368,19.5041886,19.5041837,0.0000,/*,0.0027,55.182334,0.0553132,80.356163
1986-Nov-02 00:00,17 41 56.78,+01 28 27.0,265.7029,0.2278,21.23658752621,13.6621127,21.2365875262070,13.6621127,19.4794525,19.4794482,0.0000,/*,0.0027,55.182510,0.0540897,80.371982
1986-Dec-02 00:00,17 44 28.71,+01 34 53.2,266.3442,0.2556,21.47434611334,13.7830036,21.4743461133382,13.7830036,19.4551482,19.4551449,0.0000,/*,0.0026,55.183081,0.0528960,80.388674
1987-Jan-01 00:00,17 46 57.31,+01 41 10.1,266.9713,0.2827,21.71416157806,13.8995735,21.7141615780618,13.8995735,19.4312319,19.4312288,0.0000,/*,0.0026,55.183900,0.0517319,80.406166
1987-Jan-31 00:00,17 49 22.66,+01 47 18.1,267.5846,0.3093,21.95596004106,14.0119459,21.9559600410570,14.0119459,19.4076422,19.4076391,0.0000,/*,0.0026,55.184746,0.0505968,80.424367
1987-Mar-02 00:00,17 51 44.84,+01 53 17.4,268.1845,0.3352,22.19967013635,14.1202779,22.1996701363522,14.1202779,19.3843634,19.3843601,0.0000,/*,0.0025,55.185390,0.0494901,80.443219
1987-Apr-01 00:00,17 54 03.96,+01 59 08.1,268.7715,0.3605,22.44530979942,14.2328857,22.4453097994185,14.2328857,19.3703340,19.3703301,0.0000,/*,0.0025,55.185664,0.0484272,80.462230
1987-May-01 00:00,17 56 20.09,+02 04 50.6,269.3457,0.3852,22.69278171025,14.3336707,22.6927817102483,14.3336707,19.3475799,19.3475758,0.0000,/*,0.0025,55.185503,0.0473746,80.482135
1987-May-31 00:00,17 58 33.27,+02 10 25.0,269.9075,0.4094,22.94196909321,14.4309472,22.9419690932103,14.4309472,19.3251776,19.3251740,0.0000,/*,0.0025,55.184958,0.0463488,80.502518
1987-Jun-30 00:00,18 00 43.60,+02 15 51.4,270.4571,0.4330,23.19281209461,14.5248200,23.1928120946139,14.5248200,19.3031282,19.3031250,0.0000,/*,0.0024,55.184173,0.0453495,80.523328
1987-Jul-30 00:00,18 02 51.13,+02 21 10.2,270.9950,0.4561,23.44525296977,14.6154294,23.4452529697680,14.6154294,19.2814437,19.2814409,0.0000,/*,0.0024,55.183346,0.0443761,80.544528
1987-Aug-29 00:00,18 04 55.96,+02 26 21.3,271.5213,0.4786,23.69923626908,14.7028888,23.6992362690842,14.7028888,19.2601402,19.2601378,0.0000,/*,0.0024,55.182684,0.0434281,80.566104
1987-Sep-28 00:00,18 06 58.13,+02 31 25.2,272.0364,0.5006,23.95470774804,14.7872469,23.9547077480436,14.7872469,19.2391378,19.2391351,0.0000,/*,0.0024,55.182358,0.0425050,80.587974
1987-Oct-28 00:00,18 08 57.73,+02 36 21.9,272.5406,0.5221,24.21161489875,14.8686535,24.2116148987450,14.8686535,19.2184203,19.2184175,0.0000,/*,0.0023,55.182459,0.0416059,80.610078
1987-Nov-27 00:00,18 10 54.83,+02 41 11.7,273.0341,0.5432,24.46990810562,14.9472729,24.4699081056184,14.9472729,19.1980390,19.1980365,0.0000,/*,0.0023,55.182968,0.0407303,80.632405
1987-Dec-27 00:00,18 12 49.48,+02 45 54.8,273.5173,0.5637,24.72953986155,15.0232036,24.7295398615453,15.0232036,19.1779839,19.1779818,0.0000,/*,0.0023,55.183755,0.0398776,80.654902
